Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location
"rules. In addition, custom MIME-types can be defined, for example: application/json;vnd.domain.customers.json+v1",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1460
"(see section 7.3.1). In the HTTP header, the serialization rules are specified that were used for creating the representation, which can be found in the HTTP body. The HTTP header field Content-Type is used for specifying the serialization rules. For a JSON representation, the Content-Type header would have the value application/json.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1453
"In RESTful design, resources are first class citizens. Custom methods are not explicitly designed, instead the standard methods of HTTP (GET, PUT, POST, ...) are used. Sometimes, no sensible resource and standard HTTP method can be identified to describe a desired functionality. For example for triggering a batch process. Batch processes are typically long-running processes that run asynchronously. In this case, the functionality is modeled as a controller resource. It is triggered by a POST to the controller resource, which returns a status code 202 Accepted. This merely indicates that the process is submitted. Via location header in the response, the address of a newly created status resource is returned to the client. POST https://domain.com/customers/duplicateRemoval -> 202 Accepted Location: https://domain.com/customers/duplicateRemoval/502034 The status resource allows the client to track the status of the process. The status resource should include fields such as current status and the estimated execution time of the process. The status of the long running process can be obtained by a GET on the status resource, usually by client-side polling. To make polling more efficient, the API can include a recommendation for the polling interval in the status representation. On completion of the process: Return status 303 See Other with a URL in the Location Header, pointing to the result produced by the process. GET https://domain.com/customers/duplicateRemoval/502034 -> 303 See Other Location: https://domain.com/customers On failure: Return 200 OK with an updated process resource, indicating the failure. GET https://domain.com/customers/duplicateRemoval/502034",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1236
Decisions,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,781
"Today, API description languages have many additional purposes and are the power tools for API design. If used correctly, API description languages can serve as the single source of truth and as the main reference for all aspects of API design and development.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,674
Constraints are often seen as a limitation; but in fact they are not - they are a help for the designer.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,270
"The simple rule for API evolution is, that the externally observable behavior of an API (from the perspective of the clients) cannot be changed, once the API has been published.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,624
API Backend Design Decisions:,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,219
An enterprise cannot force its business partners to use its services. But it can make these services so good – so valuable and simple – that the business partners will want to use them.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,187
"These design decisions should be documented by refining and updating the API description. The API description thus becomes an evolving, single source of truth about the current state of the system. Once the bigger-picture, architectural design decisions are nailed, frontend design decisions can be handled (see chapter 7). For the REST architectural style, these design decisions include: Resources URIs Representations Parameters HTTP methods HTTP status codes Consistent naming Validation",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,515
"To create a taxonomy, write down the usage scenario, then select the nouns in the text.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,492
API Frontend Design Decisions:,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,215
"An agile approach should only be used, until the API is published for the first time. Once the API has been published, changes need to be controlled more strictly and agility is confined to new versions of the API.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,431
"This design approach is meant to be used iteratively. There are small iterations, which are triggered by the verification part of the same phase. And there are also big iterations, which are triggered by one of the later verification phases and require going back to the creative part of an earlier phase. Keep in mind, that in an iterative and agile approach, not all information and requirements about the constructed artifact need to be available in the beginning, but new and more detailed information and insights are gathered and integrated during each iteration. Our proposed API design approach is organized in the following six phases:",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,472
"API prototypes are usually built to answer the question “What are the major hurdles for building this API?” Besides exploring the feasibility, the prototype can be used for acceptance tests by pilot consumers.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,559
"Not every aspect of the API should be implemented in this phase, but only the critical aspects of the API are assessed. Assessment of the prototype is performed from a technical perspective by the engineers and from a usability perspective by pilot consumers.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,533
We see four groups of design decisions.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,211
"During the architectural design phase, the API description created in phase 1, is refined. First of all, an appropriate architectural style should be chosen, such as REST, RPC or HATEOAS",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,513
Architectural Design Decisions:,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,211
There are thus two goals for proper prototyping: practical insights into critical implementation and usability issues and a low effort for the creation of the prototype.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,blue,blue,location,538
"There is no right or wrong approach, but there is an approach that fits into a specific company culture better than others. This is why we present a API design and development approach consisting of some coarse granular phases that you can pick and choose from to ensure that the approach you use for your company actually fits your company culture. This is one of the best ways to make sure that the API approach is actually accepted and applied by the team. Look at the proposed approach as a guideline, which provides some goalposts along the way, that were constructed based on past failures, experiences and learnings.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,388
"REST is not a standard. REST is not a protocol either. REST is an architectural style consisting of architectural constraints and agreements, which are based on HTTP.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1023
the simulation can help to define the purpose of the API: Does it make sense to build an API with the given functionality for the usage scenarios at hand? Does the sketched API help me build the solution? Are the requirements of the API properly captured in the API description?,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,504
"From a process perspective the API description can serve as a design contract. This contract can be used for agreements between API designer and API developer or as a contract between API consumer and API provider. The API description enables contract-first design. Both contracting parties negotiate this contract, decide on it and rely on this contract during the implementation and maintenance phases.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,715
"An API prototype is always an imperfect and incomplete implementation of the API. Actually, the prototype implementation has to be incomplete, otherwise too much time has been scheduled for realizing the prototype.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,551
Phase 1: Domain Analysis Phase 2: Architectural Design Phase 3: Prototyping Phase 4: Implementing for Production Phase 5: Publishing Phase 6: Maintenance,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,476
"one should focus on implementing the aspects, which are most critical. For one API, the backend connection may be on the critical path, for another API, it may be a complex input validation algorithm. Focus on these critical issues and use shortcuts for the other issues to get to a testable prototype quickly. If the backend connection is not on the critical path, the prototype API does need to be connected to the real backend and a simulation of the backend is sufficient at this stage.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,553
Prototyping is a preparation phase for the productive implementation. One goal of prototyping is to learn as many practical insights as possible while spending as little effort as possible.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,531
"API design forces us to think about the API before we build it. It helps us to avoid building the wrong API, or building the API in the wrong way.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,255
"A representation is a serialization of a resource. A resource is merely raw data. For transferring the resource between API and client, it first needs to be serialized. Representations are such serializations of resources that can are transmitted between API and client. To serialize the resource into a representation and to deserialize the representation back into a resource, a set of serialization rules is used. In HTTP, the MIME-Types can be used as serialization rules. Typical serialization rules for representations are JSON (see section 7.3.7) or XML.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1443
Collection resources offer a container to manage all the resources of the same type. It is a convention to choose a plural noun as the name of the collection resource.,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,1222
Simplicity is the ultimate sophistication. Leonardo DaVinci,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,992
"By making company assets easily available through API, new uses of these assets can be found.",RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,198
Non-functional Design Decisions:,RESTful API Design: Best Practices in API Design with REST (API-University Series Book 3),Matthias Biehl,B01L6STMVW,,yellow,,location,223
The bottom line is that both under- and overstimulation can upset your child…and the worst is experiencing both.,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,952
The absence of monotonous repetition—the hypnotizing rhythms they enjoyed before birth—is hard for them to tolerate.,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,950
Proteins entering the breast milk usually peak eight to twelve hours after a meal.,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,740
"during the early months, you have a much more vital job: Building trust. Predictable, consistent, kind responses—whenever he cries—teaches your baby to have confidence in you and helps him grow up feeling loved and worthy of love!",The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,462
"Within a few months, your baby will start to notice that crying makes you hustle over.",The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,456
You don’t have to worry that responding to his cries might teach bad habits. Limit setting only becomes important after around nine months.,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,461
"During the first few months, babies cry out of instinct, not out of intention. Your one-month-old has no idea he’s sending you a message.",The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,B00TCI48AE,,yellow,,location,453
"As you begin to make the transition to the role of journeyman you will become less dependent on these skills, as you start to be hired on the basis of your reputation, your portfolio of previous work, and the deeper qualities you bring to a team. Until then, your virtues must be a little more overt.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,839
"Expertise is a by-product of the long road we’re all on, but it is not the destination.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,896
"Eventually you’ll acquire a toolbox of tricks and subtleties gleaned from other people’s code. This hones your ability to solve small problems quickly and easily, just because you’ve seen something similar before. You’ll be able to tackle problems that others consider impossible because they don’t have access to your toolbox.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,2098
"Having knowledge is not the same as having the skill and practical ability to apply that knowledge to create software applications. This is where craftsmanship comes in. — Pete McBreen, Software Craftsmanship",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,817
"One of the most important traits that a craftsman can possess is the ability to learn, identifying an area of ignorance and working to reduce it. Like bare patches in a garden, ignorance can be reduced by cultivating your seeds of knowledge.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,904
"If you’re only skimming the surface, then you won’t know the things you don’t know, and without understanding the bounds of your knowledge you can’t discover new things.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2603
"Your grandmother may have told you that practice makes perfect. She was wrong. In fact, practice makes permanent. So be careful what you practice, and constantly evaluate it to ensure you haven’t gone stale. Choosing the right thing to practice every day is a skill almost as important as the act of repeated practice.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,1973
Successful apprentices learn to create situations where they can quickly and frequently receive data about whether they need to do more or less of an activity. This often means learning to communicate your ideas and listening without interrupting.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2306
"When you read a tutorial, you should not be looking for code to copy but for a mental structure in which to place your new knowledge.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2585
"This is why your goal should be to become skilled rather than experienced. The increase in your skill level is the only meaningful testament to the effort you have spent inspecting, adapting, and improving your working habits.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2172
Focus on delivering value to your customer over advancing your own self-interests.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,1161
A pattern language is an interconnected set of solutions to common problems in a specific domain.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,495
The length of the journey merely multiplies the possibilities that are open to you.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,1126
Show the people who are depending on you that the learning process is part of delivering software. Let them see you grow.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,870
"The concrete skills you possess are your answer to the question: “If we hire you today, what can you do on Monday morning that will benefit us?”",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,836
"willing to Expose Your Ignorance as well. Using this pattern in isolation (that is, confronting your ignorance without exposing it) runs the risk of encouraging a culture where failure and learning are unacceptable because everybody does their learning in secret. Remember that learning in public is one of the ways in which an apprentice begins the transition to journeyman. It’s a small step from learning where people can see you to teaching.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,940
"important to be aware of the distinction that systems thinkers make between reinforcing and balancing feedback. Reinforcing feedback encourages you to do more of something. Balancing feedback encourages you to do less of something. By combining the two types of feedback, a system can be kept relatively stable by making lots of small adjustments.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2303
"As an apprentice, one of the beliefs that can hold you back is the idea that the people who built the tools that you depend on are somehow different or special or better than you are.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2072
"Even though we advocate seeking out the most challenging tasks you are capable of, you still need to remember that if the water level is above your head it means you’re drowning.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,996
Risks are opportunities seen through the half-shut eyes of fear.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,978
"Software craftsmen build their reputations through strong relationships with their clients and colleagues. Conceding to unspoken pressures and telling people what they want to hear is not a good way to build strong relationships. Tell people the truth. Let them know that you’re starting to understand what they want and you’re in the process of learning how to give it to them. If you reassure them, reassure them with your ability to learn, not by pretending to know something you don’t. In this way, your reputation will be built upon your learning ability rather than what you already know.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,877
"The more experience you already have, the more effort you will need to put into “emptying your cup,” clearing your mind of bad habits, setting aside the pride you have in your skills, and opening yourself up to the different, often counterintuitive, approaches of your more experienced colleagues.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,554
Mastery involves taking that skill and turning it into a magnifying glass that can enhance the skills of others by orders of magnitude.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,447
"For every step you take toward mastery, your destination moves two steps further away. Embrace mastery as a lifelong endeavor. Learn to love the journey. — George Leonard, Mastery",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,1103
"For each person, identify five discrete skills noted on the CV, and determine which of these skills would be immediately useful on the kind of team you want to join. Put together a plan and a toy project that will demonstrate that you have acquired these skills.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,851
"If you hang on long enough, people will start calling you “experienced,” but that should not be your goal. All experience indicates is that you have been able to survive. It does not indicate the amount you have learned, only the time you have spent.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2168
"Useful feedback is data that can be acted upon and that gives you the option of doing more or less of a certain behavior. If you can’t do anything about it, then it’s not useful feedback.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,2300
Criticism on its own is seldom useful feedback because it doesn’t tell you what is expected of you.,Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,2295
"In short, masters view the acquisition, usage, and sharing of superior skill as the most important part of being a software craftsman.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,449
"Your goal is to measure your abilities and find ways to be better than you were yesterday. We’re all on the same journey, and comparing ourselves to others is useful only when it allows us to find ways to help each other improve.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,,location,1527
"just telling people to do things doesn’t create lasting or sustainable change. When the people you’ve advised encounter a situation that isn’t covered by the rules, they’re lost. However, if those same people have imbibed the values that underpin the rules, they can come up with new rules to fit any situation.",Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman,Dave Hoover and Adewale Oshineye,B002RMSZ7E,,yellow,favorite,location,372
"1. Put our honest thoughts out on the table, 2. Have thoughtful disagreements in which people are willing to shift their opinions as they learn, and 3. Have agreed-upon ways of deciding (e.g., voting, having clear authorities) if disagreements remain so that we can move beyond them without resentments. I believe that for any organization or for any relationship to be great, these things are required. I also believe that for a group decision-making system to be effective, the people using it have to believe that it’s fair.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1042
Everyone agreed that most of those areas couldn’t adequately be delegated. I clearly hadn’t done a good enough job of finding and training others to whom I could delegate my responsibilities.,Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1252
"Whether you own a hotel, run a technology company, or do anything else, your business produces a return stream. Having a few good uncorrelated return streams is better than having just one, and knowing how to combine return streams is even more effective than being able to choose good ones",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,935
"They recounted how we uniquely and repeatedly tried new things, failed, learned from our failures, improved, and tried again, doing that over and over in an upward spiral.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1791
"an idea meritocracy—not an autocracy in which I lead and others follow, and not a democracy in which everyone’s vote is equal—but a meritocracy that encourages thoughtful disagreements and explores and weighs people’s opinions in proportion to their merits.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,629
"I insisted that an issue log be adopted throughout Bridgewater. My rule was simple: If something went badly, you had to put it in the log, characterize its severity, and make clear who was responsible for it. If a mistake happened and you logged it, you were okay. If you didn’t log it, you would be in deep trouble.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1001
My painful mistakes shifted me from having a perspective of “I know I’m right” to having one of “How do I know I’m right?” They gave me the humility I needed to balance my audacity.,Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,124
Making a handful of good uncorrelated bets that are balanced and leveraged well is the surest way of having a lot of upside without being exposed to unacceptable downside.,Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,954
"Having a process that ensures problems are brought to the surface, and their root causes diagnosed, assures that continual improvements occur.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1000
"learned that if you work hard and creatively, you can have just about anything you want, but not everything you want. Maturity is the ability to reject good alternatives in order to pursue even better ones.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,796
"A shaper is someone who comes up with unique and valuable visions and builds them out beautifully, typically over the doubts and opposition of others.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1446
what was most important wasn’t knowing the future—it was knowing how to react appropriately to the information available at each point in time.,Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,670
"amount. In trading you have to be defensive and aggressive at the same time. If you are not aggressive, you are not going to make money, and if you are not defensive, you are not going to keep money.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,383
"No matter how much effort we put into screening new hires and training them to work in our idea meritocracy, it was inevitable that many of them would fall short. My approach was to hire, train, test, and then fire or promote quickly, so that we could rapidly identify the excellent hires and get rid of the ordinary ones, repeating the process again and again until the percentage of those who were truly great was high enough to meet our needs.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1387
"I learned subsequently how important tools are in helping to reinforce desired behaviors,",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1005
"Finding out what’s true and trying to do what’s in everyone’s best interests is rare, though most policymakers pretend that’s what they’re doing.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1658
"To me, the greatest success you can have as the person in charge is to orchestrate others to do things well without you. A step below that is doing things well yourself,",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,1254
"Seek out the smartest people who disagreed with me so I could try to understand their reasoning. 2. Know when not to have an opinion. 3. Develop, test, and systemize timeless and universal principles. 4. Balance risks in ways that keep the big upside while reducing the downside.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,625
"I urge you to be curious enough to want to understand how the people who see things differently from you came to see them that way. You will find that interesting and invaluable, and the richer perspective you gain will help you decide what you should do.",Principles: Life and Work,Ray Dalio,B071CTK28D,,yellow,,location,833
"Montana, had caught the attention",Oath To Defend (The Adam Drake series Book 2),Scott Matthews,B00D4KO5S6,,yellow,discard,location,163
"Second, clarify what you really don’t want. This is the key to framing the and question.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,795
The Pool of Shared Meaning is the birthplace of synergy.,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,530
"the real problem never was in the process, system, or structure—it was in employee behavior. The key to real change lies not in implementing a new process, but in getting people to hold one another accountable to the process.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,384
"Third, present your brain with a more complex problem. Finally, combine the two into an and question that forces you to search for more creative and productive options than silence and violence.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,799
The mistake most of us make in our crucial conversations is we believe that we have to choose between telling the truth and keeping a friend.,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,478
"Each of us enters conversations with our own opinions, feelings, theories, and experiences about the topic at hand. This unique combination of thoughts and feelings makes up our personal pool of meaning. This pool not only informs us, but also propels our every action. When two or more of us enter crucial conversations, by definition we don’t share the same pool.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,507
"First, clarify what you really want. You’ve got a head start if you’ve already Started with Heart. If you know what you want for yourself, for others, and for the relationship, then you’re in position to break out of the Fool’s Choice.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,791
"The predictor of success or failure was whether people could hold five specific crucial conversations. For example, could they speak up if they thought the scope and schedule were unrealistic? Or did they go silent when a cross-functional team member began sloughing off? Or even more tricky—what should they do when an executive failed to provide leadership for the effort?","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,363
"Of course, as others push back, trying to prove their points, it’s not long until we change our goal from correcting mistakes to winning.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,690
"Crucial Conversation kr shel kän´ vr sa´ shen) n A discussion between two or more people where (1) stakes are high, (2) opinions vary, and (3) emotions run strong.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,244
"In the worst companies, poor performers are first ignored and then transferred. In good companies, bosses eventually deal with problems. In the best companies, everyone holds everyone else accountable—","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,386
The single biggest problem in communication is the illusion that it has taken place. —GEORGE BERNARD SHAW,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,212
"People who are skilled at dialogue do their best to make it safe for everyone to add their meaning to the shared pool—even ideas that at first glance appear controversial, wrong, or at odds with their own beliefs. Now, obviously, they don’t agree with every idea; they simply do their best to ensure that all ideas find their way into the open.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,511
"When it comes to risky, controversial, and emotional conversations, skilled people find a way to get all relevant information (from themselves and others) out into the open.","Crucial Conversations Tools for Talking When Stakes Are High, Second Edition (Business Books)","Kerry Patterson, Ron McMillan, Joseph Grenny, Al Switzler",B005K0AYH4,,yellow,,location,496
